total_gpu_cap,gpu_count,per_gpu_cap,benchmark,throughput_tokens_per_sec,status
2800,1,700,bert,3298.04,ok
2800,2,700,bert,5888.43,ok
2800,3,700,bert,8913.14,ok
2800,4,700,bert,11864.60,ok
