Time (s),GPU0_SM_Clock (MHz),GPU0_DRAM_Active,GPU0_FP16_Active,GPU0_FP32_Active,GPU0_FP64_Active,GPU0_Power (W)
0.2001049518585205,345.0,0.0,0.0,0.0,0.0,75
1.0114881992340088,345.0,0.0,0.0,0.0,0.0,75
1.8231592178344727,345.0,0.0,0.0,0.0,0.0,75
2.6336865425109863,345.0,0.0,0.0,0.0,0.0,75
3.443835735321045,345.0,0.0,0.0,0.0,0.0,75
4.475964784622192,345.0,0.0,0.0,0.0,0.0,75
5.698940992355347,345.0,0.0,0.0,0.0,0.0,75
6.581841945648193,1980.0,0.0,0.0,0.0,0.0,96
7.392428159713745,1980.0,0.499,0.0,0.011,0.0,390
8.202897071838379,1980.0,0.663,0.0,0.019,0.0,584
9.012812614440918,1980.0,0.673,0.0,0.019,0.0,593
9.822943925857544,1980.0,0.693,0.0,0.018,0.0,588
10.632989645004272,1980.0,0.661,0.0,0.019,0.0,591
11.442938566207886,1980.0,0.659,0.0,0.018,0.0,590
12.253000974655151,1980.0,0.664,0.0,0.019,0.0,598
13.06311821937561,1980.0,0.678,0.0,0.019,0.0,595
13.873286724090576,1980.0,0.694,0.0,0.019,0.0,596
14.683682680130005,1980.0,0.667,0.0,0.019,0.0,595
15.493622779846191,1980.0,0.653,0.0,0.017,0.0,597
16.303548336029053,1980.0,0.666,0.0,0.019,0.0,599
17.114130973815918,1980.0,0.264,0.0,0.007,0.0,458
17.92444682121277,1980.0,0.227,0.0,0.008,0.0,458
18.736462593078613,1980.0,0.659,0.0,0.019,0.0,599
19.548320770263672,1980.0,0.692,0.0,0.018,0.0,600
20.35831356048584,1980.0,0.688,0.0,0.019,0.0,603
21.16821813583374,1980.0,0.671,0.0,0.019,0.0,601
21.97810435295105,1980.0,0.657,0.0,0.018,0.0,600
22.788119316101074,1980.0,0.663,0.0,0.019,0.0,600
23.59798574447632,1980.0,0.691,0.0,0.019,0.0,602
24.4085533618927,1980.0,0.691,0.0,0.019,0.0,604
25.218574285507202,1980.0,0.661,0.0,0.017,0.0,605
26.028342723846436,1980.0,0.668,0.0,0.019,0.0,603
26.838685989379883,1980.0,0.675,0.0,0.019,0.0,600
27.648611545562744,1980.0,0.65,0.0,0.016,0.0,513
28.45895266532898,1980.0,0.509,0.0,0.014,0.0,383
29.268426418304443,1980.0,0.66,0.0,0.019,0.0,510
30.07844567298889,1980.0,0.691,0.0,0.018,0.0,600
30.888176202774048,1980.0,0.685,0.0,0.019,0.0,603
31.697564601898193,1980.0,0.669,0.0,0.019,0.0,605
32.50693368911743,1980.0,0.659,0.0,0.017,0.0,603
33.31675601005554,1980.0,0.672,0.0,0.019,0.0,604
34.12620306015015,1980.0,0.679,0.0,0.018,0.0,602
34.93566679954529,1980.0,0.657,0.0,0.019,0.0,607
35.74548363685608,1980.0,0.658,0.0,0.017,0.0,603
36.55480360984802,1980.0,0.669,0.0,0.019,0.0,606
37.36439800262451,1980.0,0.659,0.0,0.019,0.0,606
38.174017667770386,1980.0,0.678,0.0,0.018,0.0,607
38.983081340789795,1980.0,0.516,0.0,0.014,0.0,494
39.81802296638489,1980.0,0.0,0.0,0.0,0.0,236
