power_cap,gpu_count,target,target_kind,avg_power_active,avg_sm_active,avg_dram_active,avg_power_x_gpu,avg_sm_x_gpu,avg_dram_x_gpu
800,1,55.58494377136231,runtime,289.46153846153845,1980.0,0.1313076923076923,289.46153846153845,1980.0,0.1313076923076923
800,2,29.44176459312439,runtime,288.38461538461536,1980.0,0.1312307692307692,576.7692307692307,3960.0,0.2624615384615384
800,3,22.556082248687744,runtime,259.92307692307696,1880.7692307692307,0.12684615384615386,779.769230769231,5642.307692307692,0.3805384615384616
800,4,21.97818660736084,runtime,193.05769230769232,1546.4423076923076,0.09336538461538461,772.2307692307693,6185.7692307692305,0.37346153846153846
900,1,54.71045732498169,runtime,295.0769230769231,1980.0,0.13115384615384612,295.0769230769231,1980.0,0.13115384615384612
900,2,29.47724914550781,runtime,294.46153846153845,1980.0,0.1370384615384615,588.9230769230769,3960.0,0.274076923076923
900,3,21.49539446830749,runtime,286.20512820512823,1972.3076923076924,0.13499999999999998,858.6153846153848,5916.923076923077,0.4049999999999999
900,4,20.82528042793274,runtime,223.23076923076923,1706.826923076923,0.11078846153846154,892.9230769230769,6827.307692307692,0.4431538461538462
1000,1,54.7066330909729,runtime,309.38461538461536,1980.0,0.14199999999999996,309.38461538461536,1980.0,0.14199999999999996
1000,2,29.39540123939514,runtime,290.03846153846155,1980.0,0.1312307692307692,580.0769230769231,3960.0,0.2624615384615384
1000,3,21.315969467163086,runtime,289.3076923076923,1980.0,0.13723076923076924,867.9230769230769,5940.0,0.4116923076923077
1000,4,19.543571710586548,runtime,243.51923076923075,1837.5,0.11432692307692308,974.076923076923,7350.0,0.4573076923076923
1200,1,54.888699293136604,runtime,290.0769230769231,1980.0,0.1313076923076923,290.0769230769231,1980.0,0.1313076923076923
1200,2,29.51341724395752,runtime,290.30769230769226,1980.0,0.1312307692307692,580.6153846153845,3960.0,0.2624615384615384
1200,3,22.128746271133426,runtime,289.8205128205128,1980.0,0.13651282051282052,869.4615384615385,5940.0,0.4095384615384615
1200,4,18.32616186141968,runtime,272.8653846153846,1980.0,0.12098076923076923,1091.4615384615383,7920.0,0.4839230769230769
1400,1,55.34731984138489,runtime,289.6923076923077,1980.0,0.1313076923076923,289.6923076923077,1980.0,0.1313076923076923
1400,2,29.32810378074646,runtime,295.96153846153845,1980.0,0.13826923076923073,591.9230769230769,3960.0,0.27653846153846146
1400,3,21.316838741302487,runtime,294.15384615384613,1980.0,0.139,882.4615384615383,5940.0,0.41700000000000004
1400,4,18.428885459899906,runtime,271.3269230769231,1980.0,0.12096153846153845,1085.3076923076924,7920.0,0.4838461538461538
1600,1,54.873860836029046,runtime,293.7692307692308,1980.0,0.1313076923076923,293.7692307692308,1980.0,0.1313076923076923
1600,2,29.3692889213562,runtime,290.30769230769226,1980.0,0.13119230769230766,580.6153846153845,3960.0,0.2623846153846153
1600,3,21.305596590042114,runtime,293.2564102564103,1980.0,0.13902564102564105,879.7692307692308,5940.0,0.4170769230769231
1600,4,18.414880275726322,runtime,278.0961538461538,1980.0,0.12259615384615384,1112.3846153846152,7920.0,0.49038461538461536
2000,1,54.86453652381897,runtime,289.84615384615387,1980.0,0.1313076923076923,289.84615384615387,1980.0,0.1313076923076923
2000,2,29.410476207733154,runtime,291.1538461538462,1980.0,0.1312307692307692,582.3076923076924,3960.0,0.2624615384615384
2000,3,21.44650363922119,runtime,293.4615384615385,1980.0,0.13912820512820515,880.3846153846155,5940.0,0.41738461538461546
2000,4,18.47091555595398,runtime,287.78846153846155,1980.0,0.131,1151.1538461538462,7920.0,0.524
