Time (s),GPU0_SM_Clock (MHz),GPU0_DRAM_Active,GPU0_FP16_Active,GPU0_FP32_Active,GPU0_FP64_Active,GPU0_Power (W)
0.20027995109558105,1410.0,0.0,0.0,0.0,0.0,80
1.2473797798156738,375.0,0.0,0.0,0.0,0.0,60
2.456718683242798,210.0,0.0,0.0,0.0,0.0,59
3.8164873123168945,1290.0,0.513,0.0,0.0,0.0,305
5.026456356048584,1365.0,0.634,0.0,0.0,0.0,305
6.248137950897217,1365.0,0.506,0.0,0.0,0.0,192
7.46418023109436,1305.0,0.464,0.0,0.0,0.0,279
8.686525344848633,1275.0,0.616,0.0,0.0,0.0,321
9.903875827789307,1365.0,0.629,0.0,0.0,0.0,318
11.117398500442505,1305.0,0.619,0.0,0.0,0.0,311
12.339654445648193,1215.0,0.468,0.0,0.0,0.0,303
13.563315629959106,1260.0,0.484,0.0,0.0,0.0,282
14.77603793144226,1335.0,0.639,0.0,0.0,0.0,308
15.992138624191284,1365.0,0.639,0.0,0.0,0.0,302
17.21415114402771,1275.0,0.614,0.0,0.0,0.0,315
18.435875177383423,1215.0,0.432,0.0,0.0,0.0,343
19.657816410064697,1260.0,0.503,0.0,0.0,0.0,311
20.880605459213257,1305.0,0.64,0.0,0.0,0.0,220
22.09830927848816,1335.0,0.639,0.0,0.0,0.0,303
23.313563108444214,1290.0,0.609,0.0,0.0,0.0,298
24.526291370391846,1365.0,0.622,0.0,0.0,0.0,271
25.735549449920654,1260.0,0.546,0.0,0.0,0.0,312
26.93618154525757,1395.0,0.633,0.0,0.0,0.0,293
28.157010555267334,1305.0,0.616,0.0,0.0,0.0,276
29.37844181060791,1305.0,0.443,0.0,0.0,0.0,290
30.597057580947876,1275.0,0.499,0.0,0.0,0.0,286
31.83123540878296,1305.0,0.64,0.0,0.0,0.0,306
33.058831453323364,1350.0,0.637,0.0,0.0,0.0,275
34.2822585105896,1290.0,0.624,0.0,0.0,0.0,335
35.50406289100647,1215.0,0.434,0.0,0.0,0.0,326
36.73530626296997,1290.0,0.497,0.0,0.0,0.0,312
37.9523069858551,1290.0,0.648,0.0,0.0,0.0,240
39.173386096954346,1365.0,0.636,0.0,0.0,0.0,288
40.392592430114746,1260.0,0.6,0.0,0.0,0.0,329
41.60607147216797,1215.0,0.427,0.0,0.0,0.0,330
42.83403396606445,1260.0,0.586,0.0,0.0,0.0,299
44.04770469665527,1365.0,0.633,0.0,0.0,0.0,249
45.273118019104004,1260.0,0.642,0.0,0.0,0.0,301
46.496516942977905,1245.0,0.594,0.0,0.0,0.0,335
47.720855474472046,1230.0,0.469,0.0,0.0,0.0,299
48.94083070755005,1260.0,0.627,0.0,0.0,0.0,311
50.155009746551514,1365.0,0.634,0.0,0.0,0.0,232
51.379414558410645,1245.0,0.611,0.0,0.0,0.0,284
52.59718918800354,1200.0,0.416,0.0,0.0,0.0,296
53.82042074203491,1215.0,0.502,0.0,0.0,0.0,284
55.038678884506226,1380.0,0.644,0.0,0.0,0.0,306
56.26817727088928,1305.0,0.636,0.0,0.0,0.0,275
57.496258020401,1260.0,0.576,0.0,0.0,0.0,225
58.71464729309082,1200.0,0.435,0.0,0.0,0.0,266
59.934161901474,1215.0,0.612,0.0,0.0,0.0,275
61.137245655059814,1380.0,0.632,0.0,0.0,0.0,300
62.3647096157074,1245.0,0.615,0.0,0.0,0.0,316
63.59451389312744,1200.0,0.453,0.0,0.0,0.0,325
64.8146960735321,1260.0,0.495,0.0,0.0,0.0,308
66.10380220413208,1245.0,0.601,0.0,0.0,0.0,334
67.31851029396057,1320.0,0.593,0.0,0.0,0.0,301
68.54304242134094,1365.0,0.64,0.0,0.0,0.0,312
69.79369711875916,1410.0,0.0,0.0,0.0,0.0,107
