total_gpu_cap,gpu_count,per_gpu_cap,model,throughput_images_per_sec,status
2800,1,700,resnet50,2933.69,ok
2800,2,700,resnet50,5562.23,ok
2800,3,700,resnet50,7491.19,ok
2800,4,700,resnet50,9195.26,ok
