total_gpu_cap,gpu_count,per_gpu_cap,model,throughput_images_per_sec,status
2800,1,700,resnet101,3732.60,ok
2800,2,700,resnet101,6741.87,ok
2800,3,700,resnet101,9159.93,ok
2800,4,700,resnet101,10683.59,ok
