Time (s),GPU0_SM_Clock (MHz),GPU0_DRAM_Active,GPU0_FP16_Active,GPU0_FP32_Active,GPU0_FP64_Active,GPU0_Power (W)
0.0,345.0,0.0,0.0,0.0,0.0,81
1.1620934009552002,345.0,0.0,0.0,0.0,0.0,80
2.5230448246002197,1980.0,0.0,0.0,0.0,0.0,110
3.3333139419555664,1980.0,0.0,0.0,0.0,0.0,140
4.143624305725098,1980.0,0.0,0.0,0.0,0.0,141
4.954450607299805,1980.0,0.0,0.0,0.0,0.0,141
5.766986131668091,1980.0,0.0,0.0,0.0,0.0,141
6.57818078994751,1980.0,0.0,0.0,0.0,0.0,141
7.389107704162598,1980.0,0.0,0.0,0.0,0.0,141
8.77852177619934,1980.0,0.001,0.0,0.0,0.0,142
9.591015338897705,1980.0,0.263,0.0,0.309,0.0,361
10.402024745941162,1980.0,0.272,0.0,0.302,0.0,480
11.212398767471313,1980.0,0.271,0.0,0.299,0.0,480
12.022932529449463,1980.0,0.198,0.0,0.228,0.0,446
12.833470821380615,1980.0,0.269,0.0,0.297,0.0,480
13.64326786994934,1980.0,0.269,0.0,0.297,0.0,484
14.45299506187439,1980.0,0.269,0.0,0.298,0.0,484
15.262895107269287,1980.0,0.269,0.0,0.298,0.0,479
16.072749137878418,1980.0,0.264,0.0,0.302,0.0,482
16.88288402557373,1980.0,0.256,0.0,0.307,0.0,479
17.6923725605011,1980.0,0.249,0.0,0.312,0.0,483
18.502594470977783,1980.0,0.198,0.0,0.269,0.0,468
19.31231713294983,1980.0,0.258,0.0,0.313,0.0,486
20.12226939201355,1980.0,0.272,0.0,0.303,0.0,485
20.93176507949829,1980.0,0.27,0.0,0.3,0.0,485
21.74124526977539,1980.0,0.269,0.0,0.299,0.0,483
22.550959825515747,1980.0,0.269,0.0,0.298,0.0,484
23.360395431518555,1980.0,0.269,0.0,0.3,0.0,484
24.17145824432373,1980.0,0.263,0.0,0.305,0.0,486
24.981268644332886,1980.0,0.248,0.0,0.315,0.0,487
25.790709733963013,1980.0,0.244,0.0,0.321,0.0,486
26.600252151489258,1980.0,0.26,0.0,0.312,0.0,485
27.410009145736694,1980.0,0.272,0.0,0.303,0.0,473
28.220213174819946,1980.0,0.269,0.0,0.299,0.0,472
29.030255556106567,1980.0,0.268,0.0,0.301,0.0,485
29.839943647384644,1980.0,0.255,0.0,0.31,0.0,486
30.649937391281128,1980.0,0.254,0.0,0.31,0.0,485
31.459856033325195,1980.0,0.242,0.0,0.319,0.0,484
32.26943755149841,1980.0,0.248,0.0,0.317,0.0,486
33.07863521575928,1980.0,0.265,0.0,0.309,0.0,488
33.88897252082825,1980.0,0.271,0.0,0.301,0.0,486
34.699626207351685,1980.0,0.27,0.0,0.299,0.0,487
35.5094530582428,1980.0,0.269,0.0,0.298,0.0,486
36.31906771659851,1980.0,0.269,0.0,0.3,0.0,476
37.12902855873108,1980.0,0.0,0.0,0.0,0.0,211
37.94131898880005,1980.0,0.011,0.0,0.0,0.0,149
