Time (s),GPU0_SM_Clock (MHz),GPU0_DRAM_Active,GPU0_FP16_Active,GPU0_FP32_Active,GPU0_FP64_Active,GPU0_Power (W),GPU1_SM_Clock (MHz),GPU1_DRAM_Active,GPU1_FP16_Active,GPU1_FP32_Active,GPU1_FP64_Active,GPU1_Power (W),GPU2_SM_Clock (MHz),GPU2_DRAM_Active,GPU2_FP16_Active,GPU2_FP32_Active,GPU2_FP64_Active,GPU2_Power (W),GPU3_SM_Clock (MHz),GPU3_DRAM_Active,GPU3_FP16_Active,GPU3_FP32_Active,GPU3_FP64_Active,GPU3_Power (W)
0.20009779930114746,345.0,0.0,0.0,0.0,0.0,81,345.0,0.0,0.0,0.0,0.0,70,345.0,0.0,0.0,0.0,0.0,68,345.0,0.0,0.0,0.0,0.0,69
2.5395028591156006,345.0,0.0,0.0,0.0,0.0,81,870.0,0.0,0.0,0.0,0.0,72,345.0,0.0,0.0,0.0,0.0,68,345.0,0.0,0.0,0.0,0.0,69
4.221705198287964,1980.0,0.0,0.0,0.0,0.0,106,1980.0,0.0,0.0,0.0,0.0,91,1980.0,0.0,0.0,0.0,0.0,83,1980.0,0.0,0.0,0.0,0.0,88
5.032604932785034,1455.0,0.671,0.0,0.0,0.032,305,1665.0,0.671,0.0,0.0,0.028,295,1815.0,0.671,0.0,0.0,0.026,292,1620.0,0.671,0.0,0.0,0.028,290
5.8429505825042725,1455.0,0.633,0.0,0.0,0.034,348,1650.0,0.645,0.0,0.0,0.029,347,1680.0,0.632,0.0,0.0,0.027,352,1680.0,0.602,0.0,0.0,0.032,346
6.653167486190796,1455.0,0.591,0.0,0.0,0.04,349,1635.0,0.593,0.0,0.0,0.03,350,1515.0,0.591,0.0,0.0,0.03,349,1500.0,0.596,0.0,0.0,0.033,347
7.463693618774414,1275.0,0.647,0.0,0.0,0.034,347,1515.0,0.642,0.0,0.0,0.032,349,1560.0,0.647,0.0,0.0,0.028,349,1395.0,0.655,0.0,0.0,0.03,351
8.273879528045654,1320.0,0.665,0.0,0.0,0.033,344,1200.0,0.664,0.0,0.0,0.03,346,1455.0,0.665,0.0,0.0,0.028,345,1365.0,0.665,0.0,0.0,0.03,348
9.085106134414673,1380.0,0.662,0.0,0.0,0.033,344,1335.0,0.663,0.0,0.0,0.029,348,1515.0,0.661,0.0,0.0,0.03,345,1335.0,0.664,0.0,0.0,0.03,354
9.895156621932983,1455.0,0.644,0.0,0.0,0.034,353,1485.0,0.645,0.0,0.0,0.03,348,1470.0,0.648,0.0,0.0,0.03,356,1500.0,0.646,0.0,0.0,0.032,349
10.705077648162842,1440.0,0.643,0.0,0.0,0.035,352,1695.0,0.641,0.0,0.0,0.03,349,1530.0,0.642,0.0,0.0,0.026,352,1620.0,0.646,0.0,0.0,0.032,346
11.51512360572815,1410.0,0.636,0.0,0.0,0.033,353,1455.0,0.635,0.0,0.0,0.034,348,1770.0,0.636,0.0,0.0,0.031,348,1650.0,0.646,0.0,0.0,0.032,345
12.325026273727417,1365.0,0.652,0.0,0.0,0.034,345,1245.0,0.65,0.0,0.0,0.032,345,1710.0,0.652,0.0,0.0,0.028,344,1500.0,0.654,0.0,0.0,0.032,344
13.134751319885254,1320.0,0.659,0.0,0.0,0.033,343,1110.0,0.658,0.0,0.0,0.03,347,1605.0,0.659,0.0,0.0,0.029,343,1305.0,0.661,0.0,0.0,0.032,343
13.944733142852783,1305.0,0.658,0.0,0.0,0.033,348,1455.0,0.659,0.0,0.0,0.03,350,1515.0,0.658,0.0,0.0,0.028,347,1425.0,0.653,0.0,0.0,0.032,350
14.75465989112854,1350.0,0.635,0.0,0.0,0.034,347,1470.0,0.636,0.0,0.0,0.031,347,1470.0,0.635,0.0,0.0,0.028,348,1455.0,0.634,0.0,0.0,0.032,346
15.564669132232666,1350.0,0.643,0.0,0.0,0.034,347,1380.0,0.642,0.0,0.0,0.032,350,1590.0,0.643,0.0,0.0,0.029,350,1875.0,0.647,0.0,0.0,0.032,341
16.374627828598022,1410.0,0.643,0.0,0.0,0.034,350,1470.0,0.642,0.0,0.0,0.032,349,1500.0,0.643,0.0,0.0,0.031,355,1365.0,0.648,0.0,0.0,0.033,344
17.21097731590271,1980.0,0.005,0.0,0.0,0.0,179,1980.0,0.0,0.0,0.0,0.0,156,1980.0,0.0,0.0,0.0,0.0,160,1980.0,0.0,0.0,0.0,0.0,157
18.021554946899414,1980.0,0.0,0.0,0.0,0.0,148,1980.0,0.0,0.0,0.0,0.0,118,1980.0,0.0,0.0,0.0,0.0,114,1980.0,0.0,0.0,0.0,0.0,117
