Time (s),GPU0_SM_Clock (MHz),GPU0_DRAM_Active,GPU0_FP16_Active,GPU0_FP32_Active,GPU0_FP64_Active,GPU0_Power (W),GPU1_SM_Clock (MHz),GPU1_DRAM_Active,GPU1_FP16_Active,GPU1_FP32_Active,GPU1_FP64_Active,GPU1_Power (W),GPU2_SM_Clock (MHz),GPU2_DRAM_Active,GPU2_FP16_Active,GPU2_FP32_Active,GPU2_FP64_Active,GPU2_Power (W)
0.20010089874267578,345.0,0.0,0.0,0.0,0.0,81,345.0,0.0,0.0,0.0,0.0,70,345.0,0.0,0.0,0.0,0.0,68
1.9023821353912354,345.0,0.0,0.0,0.0,0.0,81,810.0,0.0,0.0,0.0,0.0,70,345.0,0.0,0.0,0.0,0.0,68
3.5317060947418213,1980.0,0.0,0.0,0.0,0.0,88,1980.0,0.0,0.0,0.0,0.0,75,1980.0,0.0,0.0,0.0,0.0,71
4.346995115280151,1965.0,0.476,0.0,0.0,0.017,292,1980.0,0.534,0.0,0.0,0.019,258,1980.0,0.478,0.0,0.0,0.017,250
5.157777309417725,1860.0,0.669,0.0,0.0,0.03,429,1980.0,0.669,0.0,0.0,0.024,423,1980.0,0.669,0.0,0.0,0.023,409
5.96828818321228,1680.0,0.676,0.0,0.0,0.025,431,1980.0,0.676,0.0,0.0,0.024,425,1980.0,0.675,0.0,0.0,0.024,414
6.778883457183838,1440.0,0.675,0.0,0.0,0.025,428,1980.0,0.676,0.0,0.0,0.024,425,1980.0,0.676,0.0,0.0,0.024,413
7.589345216751099,1770.0,0.676,0.0,0.0,0.026,430,1980.0,0.675,0.0,0.0,0.024,425,1980.0,0.675,0.0,0.0,0.024,416
8.400172233581543,1845.0,0.675,0.0,0.0,0.029,429,1980.0,0.675,0.0,0.0,0.024,426,1980.0,0.676,0.0,0.0,0.024,417
9.210825204849243,1815.0,0.675,0.0,0.0,0.03,429,1980.0,0.675,0.0,0.0,0.024,426,1980.0,0.675,0.0,0.0,0.024,416
10.02159571647644,1755.0,0.676,0.0,0.0,0.028,431,1980.0,0.675,0.0,0.0,0.024,426,1980.0,0.675,0.0,0.0,0.024,417
10.831789255142212,1560.0,0.676,0.0,0.0,0.026,429,1980.0,0.676,0.0,0.0,0.024,428,1980.0,0.676,0.0,0.0,0.024,417
11.642315864562988,1695.0,0.676,0.0,0.0,0.026,430,1980.0,0.676,0.0,0.0,0.024,427,1980.0,0.675,0.0,0.0,0.024,417
12.452358961105347,1785.0,0.675,0.0,0.0,0.028,429,1980.0,0.675,0.0,0.0,0.024,426,1980.0,0.676,0.0,0.0,0.024,418
13.262510061264038,1815.0,0.675,0.0,0.0,0.029,430,1980.0,0.675,0.0,0.0,0.024,427,1980.0,0.674,0.0,0.0,0.024,419
14.072620153427124,1680.0,0.675,0.0,0.0,0.027,431,1980.0,0.675,0.0,0.0,0.024,427,1980.0,0.676,0.0,0.0,0.024,419
14.882934331893921,1620.0,0.674,0.0,0.0,0.027,431,1980.0,0.674,0.0,0.0,0.024,427,1980.0,0.674,0.0,0.0,0.024,420
15.69418215751648,1770.0,0.45,0.0,0.0,0.027,429,1980.0,0.675,0.0,0.0,0.024,427,1980.0,0.676,0.0,0.0,0.024,420
16.504620790481567,1770.0,0.675,0.0,0.0,0.028,430,1980.0,0.675,0.0,0.0,0.024,427,1980.0,0.675,0.0,0.0,0.024,422
17.314871549606323,1755.0,0.675,0.0,0.0,0.029,431,1980.0,0.675,0.0,0.0,0.024,427,1980.0,0.675,0.0,0.0,0.024,422
18.125194549560547,1695.0,0.675,0.0,0.0,0.029,429,1965.0,0.676,0.0,0.0,0.024,428,1980.0,0.675,0.0,0.0,0.024,422
18.93563199043274,1665.0,0.674,0.0,0.0,0.027,432,1980.0,0.673,0.0,0.0,0.024,428,1980.0,0.674,0.0,0.0,0.024,423
19.793291330337524,1980.0,0.0,0.0,0.0,0.0,275,1980.0,0.047,0.0,0.0,0.001,264,1980.0,0.103,0.0,0.0,0.003,259
20.603855848312378,1980.0,0.0,0.0,0.0,0.0,149,1980.0,0.0,0.0,0.0,0.0,120,1980.0,0.0,0.0,0.0,0.0,115
21.415144443511963,450.0,0.0,0.0,0.0,0.0,123,390.0,0.0,0.0,0.0,0.0,98,405.0,0.0,0.0,0.0,0.0,99
