power_cap,pred_rank,true_rank,pred_optimal_gpu,true_optimal_gpu,selected_target,max_gpu,max_gpu_target,target_1gpu,target_2gpu,target_3gpu,target_4gpu,improve_vs_max_gpu_pct,improve_vs_1gpu_pct,improve_vs_2gpu_pct,improve_vs_3gpu_pct,improve_vs_4gpu_pct
800,"[3, 2, 4, 1]","[3, 2, 4, 1]",3,3,25.918450593948364,4,31.13330578804016,41.588183641433716,26.421112060546875,25.918450593948364,31.13330578804016,16.75008503624784,37.67832993762637,1.9024992795405693,0.0,16.75008503624784
900,"[3, 4, 2, 1]","[3, 4, 2, 1]",3,3,24.269164562225342,4,25.25034761428833,41.64931654930115,25.59691286087036,24.269164562225342,25.25034761428833,3.885819977811986,41.72974115074028,5.187142316192081,0.0,3.885819977811986
1000,"[4, 3, 2, 1]","[3, 4, 2, 1]",4,3,24.440359115600586,4,24.440359115600586,41.64237999916077,26.99968719482422,21.860339641571045,24.440359115600586,0.0,41.30892826948618,9.479102704990785,-11.80228448565917,0.0
1200,"[4, 3, 2, 1]","[4, 3, 2, 1]",4,4,20.8375141620636,4,20.8375141620636,41.66207146644592,27.197128534317017,22.31826424598694,20.8375141620636,0.0,49.98445005585991,23.383403745101,6.634700922987748,0.0
1400,"[4, 3, 2, 1]","[4, 3, 2, 1]",4,4,18.67889666557312,4,18.67889666557312,41.656975746154785,26.41187810897827,21.03153371810913,18.67889666557312,0.0,55.1602190725588,29.278423183304238,11.186236268210342,0.0
1600,"[4, 3, 2, 1]","[4, 3, 2, 1]",4,4,19.177872896194458,4,19.177872896194458,41.40827488899231,24.81236696243286,20.4416606426239,19.177872896194458,0.0,53.685892620239116,22.7084101842009,6.182412322188042,0.0
