Time (s),GPU0_SM_Clock (MHz),GPU0_DRAM_Active,GPU0_FP16_Active,GPU0_FP32_Active,GPU0_FP64_Active,GPU0_Power (W)
0.20018887519836426,1530.0,0.0,0.0,0.0,0.0,78
1.095088243484497,1530.0,0.0,0.0,0.0,0.0,78
2.034764528274536,1530.0,0.641,0.0,0.0,0.0,267
2.9730989933013916,1530.0,0.641,0.0,0.0,0.0,266
3.9031591415405273,1530.0,0.64,0.0,0.0,0.0,267
4.837113618850708,1530.0,0.639,0.0,0.0,0.0,266
5.768010377883911,1530.0,0.64,0.0,0.0,0.0,268
6.702906370162964,1530.0,0.64,0.0,0.0,0.0,267
7.634234666824341,1530.0,0.635,0.0,0.0,0.0,268
8.572270393371582,1530.0,0.635,0.0,0.0,0.0,268
9.502992630004883,1530.0,0.635,0.0,0.0,0.0,268
10.439716339111328,1530.0,0.635,0.0,0.0,0.0,268
11.371627569198608,1530.0,0.636,0.0,0.0,0.0,269
12.308979749679565,1530.0,0.637,0.0,0.0,0.0,268
13.239180088043213,1530.0,0.634,0.0,0.0,0.0,269
14.177738904953003,1530.0,0.634,0.0,0.0,0.0,269
15.116602420806885,1530.0,0.635,0.0,0.0,0.0,268
16.050036191940308,1530.0,0.635,0.0,0.0,0.0,269
16.98854088783264,1530.0,0.636,0.0,0.0,0.0,269
17.922722101211548,1530.0,0.636,0.0,0.0,0.0,270
18.860935926437378,1530.0,0.632,0.0,0.0,0.0,269
19.793182611465454,1530.0,0.635,0.0,0.0,0.0,270
20.728612661361694,1530.0,0.634,0.0,0.0,0.0,269
21.66032886505127,1530.0,0.634,0.0,0.0,0.0,270
22.597233772277832,1530.0,0.635,0.0,0.0,0.0,269
23.529244899749756,1530.0,0.634,0.0,0.0,0.0,270
24.464348316192627,1530.0,0.635,0.0,0.0,0.0,269
25.396501541137695,1530.0,0.636,0.0,0.0,0.0,271
26.332552194595337,1530.0,0.636,0.0,0.0,0.0,270
27.264655590057373,1530.0,0.634,0.0,0.0,0.0,271
28.20040535926819,1530.0,0.633,0.0,0.0,0.0,270
29.13336420059204,1530.0,0.636,0.0,0.0,0.0,271
30.068965911865234,1530.0,0.635,0.0,0.0,0.0,270
31.00154447555542,1530.0,0.637,0.0,0.0,0.0,272
31.939950466156006,1530.0,0.635,0.0,0.0,0.0,272
32.89832258224487,1530.0,0.636,0.0,0.0,0.0,271
33.832855224609375,1530.0,0.635,0.0,0.0,0.0,272
34.76981449127197,1530.0,0.636,0.0,0.0,0.0,272
35.70920467376709,1530.0,0.636,0.0,0.0,0.0,272
36.648916244506836,1530.0,0.636,0.0,0.0,0.0,272
37.58924746513367,1530.0,0.635,0.0,0.0,0.0,272
38.5294349193573,1530.0,0.635,0.0,0.0,0.0,271
39.463523626327515,1530.0,0.636,0.0,0.0,0.0,272
40.40247321128845,1530.0,0.636,0.0,0.0,0.0,272
41.341328859329224,1530.0,0.635,0.0,0.0,0.0,271
42.27372860908508,1530.0,0.636,0.0,0.0,0.0,273
43.21328926086426,1530.0,0.635,0.0,0.0,0.0,271
44.14737153053284,1530.0,0.636,0.0,0.0,0.0,272
45.085100412368774,1530.0,0.635,0.0,0.0,0.0,271
46.01813054084778,1530.0,0.636,0.0,0.0,0.0,272
46.95816230773926,1530.0,0.636,0.0,0.0,0.0,273
47.897183418273926,1530.0,0.636,0.0,0.0,0.0,272
48.82989478111267,1530.0,0.634,0.0,0.0,0.0,273
49.769240379333496,1530.0,0.635,0.0,0.0,0.0,272
50.703320026397705,1530.0,0.635,0.0,0.0,0.0,273
51.64150595664978,1530.0,0.636,0.0,0.0,0.0,272
52.5766863822937,1530.0,0.635,0.0,0.0,0.0,273
53.514392375946045,1530.0,0.637,0.0,0.0,0.0,273
54.45326781272888,1530.0,0.636,0.0,0.0,0.0,272
55.38576912879944,1530.0,0.635,0.0,0.0,0.0,274
56.325079679489136,1530.0,0.635,0.0,0.0,0.0,272
57.25912117958069,1530.0,0.635,0.0,0.0,0.0,273
58.19748520851135,1530.0,0.636,0.0,0.0,0.0,273
59.137914419174194,1530.0,0.632,0.0,0.0,0.0,273
60.07831788063049,1530.0,0.635,0.0,0.0,0.0,273
61.02212047576904,1530.0,0.634,0.0,0.0,0.0,273
61.96091151237488,1530.0,0.634,0.0,0.0,0.0,274
62.90101766586304,1530.0,0.635,0.0,0.0,0.0,273
63.83346605300903,1530.0,0.635,0.0,0.0,0.0,274
64.77313685417175,1530.0,0.635,0.0,0.0,0.0,273
65.7072401046753,1530.0,0.636,0.0,0.0,0.0,274
66.64497947692871,1530.0,0.636,0.0,0.0,0.0,273
67.57958436012268,1530.0,0.631,0.0,0.0,0.0,274
68.51740741729736,1530.0,0.635,0.0,0.0,0.0,273
69.45055818557739,1530.0,0.635,0.0,0.0,0.0,274
70.38930630683899,1530.0,0.636,0.0,0.0,0.0,273
71.32293820381165,1530.0,0.635,0.0,0.0,0.0,274
72.26100778579712,1530.0,0.635,0.0,0.0,0.0,273
73.19393801689148,1530.0,0.637,0.0,0.0,0.0,275
74.14541625976562,1530.0,0.637,0.0,0.0,0.0,273
75.07925176620483,1530.0,0.635,0.0,0.0,0.0,274
76.01826119422913,1530.0,0.635,0.0,0.0,0.0,274
76.95713448524475,1530.0,0.637,0.0,0.0,0.0,274
77.89739346504211,1530.0,0.636,0.0,0.0,0.0,274
78.83735966682434,1530.0,0.634,0.0,0.0,0.0,275
79.77814078330994,1530.0,0.635,0.0,0.0,0.0,274
80.71714496612549,1530.0,0.635,0.0,0.0,0.0,273
81.65048146247864,1530.0,0.634,0.0,0.0,0.0,274
82.58958101272583,1530.0,0.635,0.0,0.0,0.0,274
83.52183222770691,1530.0,0.635,0.0,0.0,0.0,275
84.46110653877258,1530.0,0.635,0.0,0.0,0.0,274
85.39415454864502,1530.0,0.635,0.0,0.0,0.0,275
86.3343152999878,1530.0,0.635,0.0,0.0,0.0,275
87.27318120002747,1530.0,0.635,0.0,0.0,0.0,274
88.20740723609924,1530.0,0.635,0.0,0.0,0.0,274
89.14504551887512,1530.0,0.636,0.0,0.0,0.0,274
90.07865929603577,1530.0,0.635,0.0,0.0,0.0,275
91.01734232902527,1530.0,0.636,0.0,0.0,0.0,274
91.95077610015869,1530.0,0.636,0.0,0.0,0.0,275
92.95693469047546,1530.0,0.636,0.0,0.0,0.0,274
93.89001202583313,1530.0,0.635,0.0,0.0,0.0,275
94.83051919937134,1530.0,0.635,0.0,0.0,0.0,275
95.76918768882751,1530.0,0.638,0.0,0.0,0.0,274
96.70234680175781,1530.0,0.636,0.0,0.0,0.0,276
97.64335989952087,1530.0,0.635,0.0,0.0,0.0,276
98.58079862594604,1530.0,0.635,0.0,0.0,0.0,275
99.51489901542664,1530.0,0.636,0.0,0.0,0.0,275
100.45408535003662,1530.0,0.636,0.0,0.0,0.0,275
101.39358735084534,1530.0,0.635,0.0,0.0,0.0,275
102.33292436599731,1530.0,0.637,0.0,0.0,0.0,274
103.26559042930603,1530.0,0.636,0.0,0.0,0.0,275
104.20127749443054,1530.0,0.635,0.0,0.0,0.0,274
105.1336784362793,1530.0,0.636,0.0,0.0,0.0,276
106.06902718544006,1530.0,0.636,0.0,0.0,0.0,275
107.0020489692688,1530.0,0.637,0.0,0.0,0.0,276
107.94199180603027,1530.0,0.634,0.0,0.0,0.0,275
108.8751528263092,1530.0,0.637,0.0,0.0,0.0,276
109.81322574615479,1530.0,0.636,0.0,0.0,0.0,274
110.74605131149292,1530.0,0.635,0.0,0.0,0.0,270
111.68546533584595,1530.0,0.636,0.0,0.0,0.0,275
112.61802411079407,1530.0,0.636,0.0,0.0,0.0,276
113.55721354484558,1530.0,0.635,0.0,0.0,0.0,275
114.48977637290955,1530.0,0.636,0.0,0.0,0.0,276
115.42492985725403,1530.0,0.636,0.0,0.0,0.0,275
116.35722637176514,1530.0,0.635,0.0,0.0,0.0,276
117.29328656196594,1530.0,0.632,0.0,0.0,0.0,275
118.22615599632263,1530.0,0.635,0.0,0.0,0.0,276
119.1679584980011,1530.0,0.636,0.0,0.0,0.0,276
120.10556817054749,1530.0,0.635,0.0,0.0,0.0,276
121.05223441123962,1530.0,0.636,0.0,0.0,0.0,276
