power_cap,gpu_count,target,target_kind,avg_power_active,avg_sm_active,avg_dram_active,avg_power_x_gpu,avg_sm_x_gpu,avg_dram_x_gpu
400,1,27104.09,throughput,343.2,1782.0,0.2611,343.2,1782.0,0.2611
400,2,24801.11,throughput,176.95833333333331,1433.125,0.11095833333333333,353.91666666666663,2866.25,0.22191666666666665
500,1,26941.61,throughput,392.8,1945.5,0.25880000000000003,392.8,1945.5,0.25880000000000003
500,2,25433.54,throughput,180.16666666666669,1546.25,0.09075,360.33333333333337,3092.5,0.1815
600,1,27096.3,throughput,381.85714285714283,1980.0,0.2644285714285714,381.85714285714283,1980.0,0.2644285714285714
600,2,25435.89,throughput,213.5,1827.2727272727273,0.11904545454545455,427.0,3654.5454545454545,0.2380909090909091
600,3,25926.31,throughput,178.73333333333335,1478.5,0.0825,536.2,4435.5,0.2475
700,1,27107.66,throughput,377.0,1980.0,0.20442857142857143,377.0,1980.0,0.20442857142857143
700,2,25589.13,throughput,229.4090909090909,1879.7727272727273,0.12290909090909088,458.8181818181818,3759.5454545454545,0.24581818181818177
700,3,26355.15,throughput,181.69696969696972,1729.5454545454547,0.07342424242424243,545.0909090909091,5188.636363636364,0.2202727272727273
800,2,26132.79,throughput,236.86363636363637,1960.909090909091,0.1135909090909091,473.72727272727275,3921.818181818182,0.2271818181818182
800,3,26240.25,throughput,188.5151515151515,1867.2727272727273,0.07351515151515152,565.5454545454545,5601.818181818182,0.22054545454545454
800,4,26040.87,throughput,170.95454545454544,1695.681818181818,0.0596590909090909,683.8181818181818,6782.727272727272,0.2386363636363636
900,2,25577.95,throughput,244.22727272727272,1977.2727272727273,0.11940909090909092,488.45454545454544,3954.5454545454545,0.23881818181818185
900,3,25844.22,throughput,201.6,1888.5,0.08686666666666666,604.8,5665.5,0.2606
900,4,25965.28,throughput,174.0909090909091,1815.340909090909,0.06147727272727273,696.3636363636364,7261.363636363636,0.2459090909090909
1000,2,26131.74,throughput,245.72727272727275,1980.0,0.11100000000000002,491.4545454545455,3960.0,0.22200000000000003
1000,3,26600.82,throughput,208.6,1958.5,0.08293333333333335,625.8,5875.5,0.24880000000000002
1000,4,26091.35,throughput,184.775,1883.625,0.069425,739.1,7534.5,0.2777
1200,2,26014.83,throughput,249.0909090909091,1980.0,0.1313181818181818,498.1818181818182,3960.0,0.2626363636363636
1200,3,26160.32,throughput,222.1851851851852,1977.7777777777776,0.09622222222222222,666.5555555555555,5933.333333333333,0.2886666666666667
1200,4,26708.88,throughput,171.35,1875.0,0.0418,685.4,7500.0,0.1672
1400,2,25651.53,throughput,250.04545454545456,1980.0,0.10990909090909093,500.0909090909091,3960.0,0.21981818181818186
1400,3,26167.32,throughput,203.58333333333334,1980.0,0.06605555555555555,610.75,5940.0,0.19816666666666666
1400,4,26264.37,throughput,185.3125,1977.8125,0.051875,741.25,7911.25,0.2075
1600,3,26133.0,throughput,177.95238095238096,1980.0,0.04795238095238095,533.8571428571429,5940.0,0.14385714285714285
1600,4,26433.22,throughput,194.9090909090909,1980.0,0.059704545454545455,779.6363636363636,7920.0,0.23881818181818182
1800,3,26166.54,throughput,212.75757575757575,1980.0,0.07236363636363637,638.2727272727273,5940.0,0.2170909090909091
1800,4,25455.04,throughput,191.90909090909093,1980.0,0.06218181818181817,767.6363636363637,7920.0,0.24872727272727269
