power_cap,gpu_count,runtime_seconds
400,1,40.35426735877991
500,1,39.17119550704956
600,1,37.60819864273071
700,1,37.401320457458496
800,1,37.322837591171265
900,1,37.945987701416016
1000,1,37.580180168151855
1100,1,37.37511944770813
1200,1,37.58186745643616
1300,1,37.443533420562744
1400,1,37.58712387084961
1500,1,37.620935916900635
1600,1,37.56198573112488
1700,1,37.612202167510986
1800,1,37.638144969940186
400,2,48.282130002975464
500,2,33.9220290184021
600,2,28.01398468017578
700,2,25.050062656402588
800,2,24.1149799823761
900,2,24.047529220581055
1000,2,23.522265911102295
1100,2,23.145735025405884
1200,2,24.762929439544678
1300,2,23.37511706352234
1400,2,23.44442892074585
1500,2,23.22749400138855
1600,2,22.941962957382202
1700,2,23.18117356300354
1800,2,23.317802906036377
600,3,34.21919775009155
700,3,27.534895181655884
800,3,23.452038049697876
900,3,21.1682710647583
1000,3,21.022225856781006
1100,3,20.420099020004272
1200,3,20.29707407951355
1300,3,20.457760095596313
1400,3,19.643859148025513
1500,3,19.491619110107422
1600,3,21.17854905128479
1700,3,19.614815711975098
1800,3,20.01870346069336
800,4,27.41342806816101
900,4,23.185580492019653
1000,4,20.856021404266357
1100,4,18.839681148529053
1200,4,17.931569576263428
1300,4,17.598351001739502
1400,4,17.408193349838257
1500,4,17.706412076950073
1600,4,17.4593768119812
1700,4,17.536008596420288
1800,4,17.481306791305542
