Time (s),GPU0_SM_Clock (MHz),GPU0_DRAM_Active,GPU0_FP16_Active,GPU0_FP32_Active,GPU0_FP64_Active,GPU0_Power (W)
0.20009899139404297,360.0,0.0,0.0,0.0,0.0,97
1.3312740325927734,810.0,0.0,0.0,0.0,0.0,82
2.8961236476898193,1980.0,0.0,0.0,0.0,0.0,90
3.7078206539154053,1980.0,0.0,0.0,0.0,0.0,134
4.518471956253052,1980.0,0.0,0.0,0.0,0.0,140
5.328207969665527,1980.0,0.0,0.0,0.0,0.0,140
6.1386964321136475,1980.0,0.0,0.0,0.0,0.0,140
6.948097229003906,1980.0,0.0,0.0,0.0,0.0,140
7.757466793060303,1980.0,0.0,0.0,0.0,0.0,140
8.566899538040161,1980.0,0.0,0.0,0.0,0.0,140
9.377085447311401,1980.0,0.0,0.0,0.0,0.0,140
10.186691999435425,1980.0,0.0,0.0,0.0,0.0,139
10.996021032333374,1980.0,0.0,0.0,0.0,0.0,139
11.806334972381592,1980.0,0.003,0.0,0.0,0.0,140
12.615676641464233,1980.0,0.142,0.0,0.0,0.197,245
13.425151824951172,1980.0,0.142,0.0,0.0,0.197,337
14.23410153388977,1980.0,0.142,0.0,0.0,0.197,339
15.044505596160889,1980.0,0.142,0.0,0.0,0.197,340
15.853707790374756,1980.0,0.142,0.0,0.0,0.197,340
16.66300630569458,1980.0,0.142,0.0,0.0,0.197,341
17.472506284713745,1980.0,0.142,0.0,0.0,0.197,341
18.28154492378235,1980.0,0.142,0.0,0.0,0.197,341
19.09288239479065,1980.0,0.142,0.0,0.0,0.197,342
19.938000679016113,1980.0,0.142,0.0,0.0,0.197,342
20.746773719787598,1980.0,0.142,0.0,0.0,0.197,341
21.55726146697998,1980.0,0.142,0.0,0.0,0.197,342
22.36673331260681,1980.0,0.142,0.0,0.0,0.197,342
23.176548719406128,1980.0,0.142,0.0,0.0,0.197,341
23.98577642440796,1980.0,0.142,0.0,0.0,0.197,341
24.794387102127075,1980.0,0.142,0.0,0.0,0.197,341
25.60291862487793,1980.0,0.142,0.0,0.0,0.197,343
26.411616563796997,1980.0,0.142,0.0,0.0,0.197,342
27.220689296722412,1980.0,0.142,0.0,0.0,0.197,343
28.029865264892578,1980.0,0.142,0.0,0.0,0.197,343
28.839515924453735,1980.0,0.142,0.0,0.0,0.197,344
29.648499011993408,1980.0,0.142,0.0,0.0,0.197,342
30.457268714904785,1980.0,0.142,0.0,0.0,0.197,342
31.267168760299683,1980.0,0.142,0.0,0.0,0.197,342
32.07685685157776,1980.0,0.142,0.0,0.0,0.197,342
32.88738536834717,1980.0,0.142,0.0,0.0,0.197,342
33.69603180885315,1980.0,0.142,0.0,0.0,0.197,343
34.5048725605011,1980.0,0.142,0.0,0.0,0.197,342
35.313348054885864,1980.0,0.142,0.0,0.0,0.197,343
36.122233152389526,1980.0,0.142,0.0,0.0,0.197,343
36.931220054626465,1980.0,0.142,0.0,0.0,0.197,341
37.740012407302856,1980.0,0.142,0.0,0.0,0.197,341
38.54875135421753,1980.0,0.142,0.0,0.0,0.197,341
39.35750365257263,1980.0,0.142,0.0,0.0,0.197,342
40.16657090187073,1980.0,0.142,0.0,0.0,0.197,342
40.975385665893555,1980.0,0.142,0.0,0.0,0.197,342
41.784605741500854,1980.0,0.142,0.0,0.0,0.197,342
42.5938606262207,1980.0,0.142,0.0,0.0,0.197,342
43.40277647972107,1980.0,0.142,0.0,0.0,0.197,343
44.21161437034607,1980.0,0.142,0.0,0.0,0.197,344
45.02056384086609,1980.0,0.142,0.0,0.0,0.197,344
45.829439640045166,1980.0,0.142,0.0,0.0,0.197,344
46.63831448554993,1980.0,0.142,0.0,0.0,0.197,343
47.44737219810486,1980.0,0.142,0.0,0.0,0.197,342
48.25617837905884,1980.0,0.142,0.0,0.0,0.197,344
49.06530237197876,1980.0,0.142,0.0,0.0,0.197,344
49.874067544937134,1980.0,0.142,0.0,0.0,0.197,344
50.68297863006592,1980.0,0.142,0.0,0.0,0.197,344
51.49172401428223,1980.0,0.142,0.0,0.0,0.197,344
52.30055522918701,1980.0,0.142,0.0,0.0,0.197,344
53.1101336479187,1980.0,0.142,0.0,0.0,0.197,345
53.91892433166504,1980.0,0.142,0.0,0.0,0.197,344
54.72783923149109,1980.0,0.061,0.0,0.0,0.082,264
55.536710262298584,1980.0,0.0,0.0,0.0,0.0,144
