power_cap,gpu_count,runtime_seconds
400,1,56.234495401382446
400,2,38.65357446670532
500,1,55.268497467041016
500,2,33.85783267021179
600,1,55.57796907424927
600,2,31.070436000823975
600,3,27.64713740348816
700,1,55.5909857749939
700,2,29.715102434158325
700,3,26.07179570198059
800,1,55.56039810180664
800,2,29.795682430267334
800,3,24.419300317764282
800,4,23.76497173309326
900,1,55.380849838256836
900,2,29.79723048210144
900,3,22.418781042099
900,4,22.369704484939575
1000,1,55.545573472976685
1000,2,29.710320711135864
1000,3,21.900346994400024
1000,4,20.988742351531982
1100,1,55.536710262298584
1100,2,29.62956690788269
1100,3,22.721566200256348
1100,4,20.487555503845215
1200,1,55.27995467185974
1200,2,29.773682832717896
1200,3,21.897836685180664
1200,4,19.987541913986206
1300,1,55.95967197418213
1300,2,30.373406648635864
1300,3,22.155638456344604
1300,4,19.191872358322144
1400,1,55.611244678497314
1400,2,29.60501265525818
1400,3,21.931865692138672
1400,4,19.283289909362793
1500,1,55.59379529953003
1500,2,29.789543867111206
1500,3,22.00808095932007
1500,4,19.118842124938965
1600,1,55.57139730453491
1600,2,29.859591960906982
1600,3,21.62894606590271
1600,4,19.342602729797363
1700,1,55.288758277893066
1700,2,29.892848014831543
1700,3,21.944868087768555
1700,4,19.147852420806885
1800,1,55.40620732307434
1800,2,29.833372354507446
1800,3,21.978963613510132
1800,4,18.82175636291504
