Time (s),GPU0_SM_Clock (MHz),GPU0_DRAM_Active,GPU0_FP16_Active,GPU0_FP32_Active,GPU0_FP64_Active,GPU0_Power (W)
0.20010781288146973,1980.0,0.002,0.0,0.0,0.0,147
1.013463020324707,525.0,0.0,0.0,0.0,0.0,116
1.825650930404663,345.0,0.0,0.0,0.0,0.0,82
2.741633176803589,345.0,0.0,0.0,0.0,0.0,81
3.8919858932495117,345.0,0.0,0.0,0.0,0.0,81
5.261477947235107,1980.0,0.0,0.0,0.0,0.0,102
6.0739641189575195,1980.0,0.162,0.0,0.041,0.0,350
6.8850860595703125,1980.0,0.346,0.0,0.06,0.0,495
7.695672273635864,1980.0,0.346,0.0,0.067,0.0,436
8.50636339187622,1980.0,0.154,0.0,0.032,0.0,321
9.31694483757019,1980.0,0.342,0.0,0.064,0.0,508
10.127672910690308,1980.0,0.235,0.0,0.044,0.0,469
10.937564373016357,1980.0,0.097,0.0,0.019,0.0,318
11.748114824295044,1980.0,0.326,0.0,0.06,0.0,471
12.558593988418579,1980.0,0.299,0.0,0.058,0.0,469
13.369731187820435,1980.0,0.114,0.0,0.015,0.0,315
