Time (s),GPU0_SM_Clock (MHz),GPU0_DRAM_Active,GPU0_FP16_Active,GPU0_FP32_Active,GPU0_FP64_Active,GPU0_Power (W),GPU1_SM_Clock (MHz),GPU1_DRAM_Active,GPU1_FP16_Active,GPU1_FP32_Active,GPU1_FP64_Active,GPU1_Power (W)
0.20011019706726074,480.0,0.0,0.0,0.0,0.0,101,480.0,0.0,0.0,0.0,0.0,90
1.01426362991333,345.0,0.0,0.0,0.0,0.0,81,345.0,0.0,0.0,0.0,0.0,70
1.8472943305969238,345.0,0.0,0.0,0.0,0.0,80,345.0,0.0,0.0,0.0,0.0,69
2.9307405948638916,840.0,0.0,0.0,0.0,0.0,81,840.0,0.0,0.0,0.0,0.0,69
4.48945164680481,345.0,0.0,0.0,0.0,0.0,83,840.0,0.0,0.0,0.0,0.0,73
5.306768894195557,1980.0,0.0,0.0,0.0,0.0,115,1980.0,0.0,0.0,0.0,0.0,80
6.484550952911377,1980.0,0.005,0.0,0.0,0.0,153,1980.0,0.027,0.0,0.005,0.0,124
7.297122478485107,1980.0,0.141,0.0,0.028,0.0,307,1980.0,0.13,0.0,0.022,0.0,267
8.107962608337402,1980.0,0.193,0.0,0.036,0.0,336,1980.0,0.162,0.0,0.029,0.0,291
8.918388366699219,1980.0,0.051,0.0,0.01,0.0,240,1980.0,0.051,0.0,0.01,0.0,200
9.731340885162354,1980.0,0.153,0.0,0.029,0.0,253,1980.0,0.112,0.0,0.022,0.0,234
10.542732954025269,1980.0,0.177,0.0,0.036,0.0,317,1980.0,0.171,0.0,0.03,0.0,276
11.35310697555542,1980.0,0.129,0.0,0.024,0.0,279,1980.0,0.106,0.0,0.023,0.0,235
12.163679122924805,1980.0,0.077,0.0,0.014,0.0,216,1980.0,0.072,0.0,0.014,0.0,177
12.974151849746704,1980.0,0.167,0.0,0.029,0.0,320,1980.0,0.168,0.0,0.035,0.0,271
13.784450769424438,1980.0,0.155,0.0,0.029,0.0,333,1980.0,0.16,0.0,0.035,0.0,289
14.594744682312012,1980.0,0.049,0.0,0.008,0.0,225,1980.0,0.051,0.0,0.01,0.0,189
