total_gpu_cap,gpu_count,per_gpu_cap,model,throughput_images_per_sec,status
2800,1,700,vgg19,5047.66,ok
2800,2,700,vgg19,7091.45,ok
2800,3,700,vgg19,9220.93,ok
2800,4,700,vgg19,10443.00,ok
