total_gpu_cap,gpu_count,per_gpu_cap,model,throughput_images_per_sec,status
2800,1,700,resnet152,1289.52,ok
2800,2,700,resnet152,2118.02,ok
2800,3,700,resnet152,2026.87,ok
2800,4,700,resnet152,1946.21,ok
