total_gpu_cap,gpu_count,per_gpu_cap,model,throughput_images_per_sec,status
2800,1,700,resnet101,3533.83,ok
2800,2,700,resnet101,4609.30,ok
2800,3,700,resnet101,4686.47,ok
2800,4,700,resnet101,4374.97,ok
