total_gpu_cap,gpu_count,per_gpu_cap,model,throughput_images_per_sec,status
2800,1,700,vgg19,5015.50,ok
2800,2,700,vgg19,6999.16,ok
2800,3,700,vgg19,9182.41,ok
2800,4,700,vgg19,10462.90,ok
