total_gpu_cap,gpu_count,per_gpu_cap,model,throughput_images_per_sec,status
2800,1,700,vgg19,11186.82,ok
2800,2,700,vgg19,10782.45,ok
2800,3,700,vgg19,10831.69,ok
2800,4,700,vgg19,8232.71,ok
