total_gpu_cap,gpu_count,per_gpu_cap,model,throughput_images_per_sec,status
2800,1,700,resnet152,426.42,ok
2800,2,700,resnet152,740.57,ok
2800,3,700,resnet152,1045.67,ok
2800,4,700,resnet152,1369.01,ok
