power_cap,pred_rank,true_rank,pred_optimal_gpu,true_optimal_gpu,selected_target,max_gpu,max_gpu_target,target_1gpu,target_2gpu,target_3gpu,target_4gpu,improve_vs_max_gpu_pct,improve_vs_1gpu_pct,improve_vs_2gpu_pct,improve_vs_3gpu_pct,improve_vs_4gpu_pct
800,"[4, 3, 2, 1]","[4, 3, 2, 1]",4,4,24.419825315475464,4,24.419825315475464,56.211079835891724,30.4689462184906,25.076465606689453,24.419825315475464,0.0,56.55691833928621,19.853397159315357,2.618551998168444,0.0
900,"[4, 3, 2, 1]","[4, 3, 2, 1]",4,4,23.019109964370728,4,23.019109964370728,56.03388714790344,30.452699899673462,23.10342526435852,23.019109964370728,0.0,58.919305555920175,24.410282043276048,0.364947184337491,0.0
1000,"[4, 3, 2, 1]","[4, 3, 2, 1]",4,4,21.644283056259155,4,21.644283056259155,56.199692487716675,30.384934186935425,22.55484628677368,21.644283056259155,0.0,61.486830090769885,28.76639810012976,4.037106788213791,0.0
1200,"[4, 3, 2, 1]","[4, 3, 2, 1]",4,4,20.636292934417725,4,20.636292934417725,55.93119812011719,30.425355434417725,22.552483558654785,20.636292934417725,0.0,63.10414647277989,32.174028405684396,8.496583621282364,0.0
1400,"[4, 3, 2, 1]","[4, 3, 2, 1]",4,4,19.945468425750732,4,19.945468425750732,56.26359963417053,30.28796648979187,22.584022283554077,19.945468425750732,0.0,64.54996026660679,34.14721839291169,11.683276896714574,0.0
1600,"[4, 3, 2, 1]","[4, 3, 2, 1]",4,4,19.994279623031616,4,19.994279623031616,56.22502946853638,30.516621589660645,22.304466485977173,19.994279623031616,0.0,64.43882766798646,34.48069091040573,10.35750783098969,0.0
