power_cap,gpu_count,target,target_kind,avg_power_active,avg_sm_active,avg_dram_active,avg_power_x_gpu,avg_sm_x_gpu,avg_dram_x_gpu
800,1,56.211079835891724,runtime,308.42857142857144,1980.0,0.12214285714285714,308.42857142857144,1980.0,0.12214285714285714
800,2,30.4689462184906,runtime,285.3571428571429,1980.0,0.122,570.7142857142858,3960.0,0.244
800,3,25.076465606689453,runtime,254.76190476190473,1889.2857142857144,0.11652380952380953,764.2857142857142,5667.857142857143,0.3495714285714286
800,4,24.419825315475464,runtime,197.53571428571428,1608.2142857142858,0.09542857142857142,790.1428571428571,6432.857142857143,0.3817142857142857
900,1,56.03388714790344,runtime,301.42857142857144,1980.0,0.12214285714285714,301.42857142857144,1980.0,0.12214285714285714
900,2,30.452699899673462,runtime,289.57142857142856,1980.0,0.122,579.1428571428571,3960.0,0.244
900,3,23.10342526435852,runtime,265.95238095238096,1938.5714285714287,0.11385714285714287,797.8571428571429,5815.714285714286,0.3415714285714286
900,4,23.019109964370728,runtime,223.07142857142858,1695.0,0.10567857142857143,892.2857142857143,6780.0,0.4227142857142857
1000,1,56.199692487716675,runtime,305.85714285714283,1980.0,0.122,305.85714285714283,1980.0,0.122
1000,2,30.384934186935425,runtime,308.2857142857143,1980.0,0.142,616.5714285714286,3960.0,0.284
1000,3,22.55484628677368,runtime,290.6666666666667,1977.857142857143,0.1376190476190476,872.0,5933.571428571428,0.4128571428571428
1000,4,21.644283056259155,runtime,239.57142857142856,1869.107142857143,0.10739285714285712,958.2857142857142,7476.428571428572,0.4295714285714285
1200,1,55.93119812011719,runtime,296.2857142857143,1980.0,0.122,296.2857142857143,1980.0,0.122
1200,2,30.425355434417725,runtime,309.21428571428567,1980.0,0.142,618.4285714285713,3960.0,0.284
1200,3,22.552483558654785,runtime,290.14285714285717,1980.0,0.1291904761904762,870.4285714285716,5940.0,0.38757142857142857
1200,4,20.636292934417725,runtime,280.32142857142856,1953.75,0.12728571428571428,1121.2857142857142,7815.0,0.5091428571428571
1400,1,56.26359963417053,runtime,309.42857142857144,1980.0,0.12214285714285714,309.42857142857144,1980.0,0.12214285714285714
1400,2,30.28796648979187,runtime,308.6428571428571,1980.0,0.142,617.2857142857142,3960.0,0.284
1400,3,22.584022283554077,runtime,293.04761904761904,1980.0,0.13785714285714287,879.1428571428571,5940.0,0.4135714285714286
1400,4,19.945468425750732,runtime,278.17857142857144,1980.0,0.12371428571428572,1112.7142857142858,7920.0,0.4948571428571429
1600,1,56.22502946853638,runtime,305.0,1980.0,0.12214285714285714,305.0,1980.0,0.12214285714285714
1600,2,30.516621589660645,runtime,292.2857142857143,1980.0,0.122,584.5714285714286,3960.0,0.244
1600,3,22.304466485977173,runtime,282.1904761904762,1980.0,0.11928571428571429,846.5714285714287,5940.0,0.3578571428571429
1600,4,19.994279623031616,runtime,272.2142857142857,1980.0,0.11346428571428573,1088.857142857143,7920.0,0.4538571428571429
